CompanySize,Industry,Region,CreditScore,PriorDefault,RegionRiskScore,MacroEconomicIndex,PctChangeRevenue,PctChangeNetProfit,CurrentRatio,DebtToEquity,InterestCoverage,Default
Large,Textiles,North,Medium,No,53.46212171,93.94406248,-0.146812062,-0.443862685,2.473079518,4.394534019,5.666705631,Non-Default
Medium,Chemicals,West,Low,Yes,47.69529767,38.49560588,0.258577623,0.049098927,2.471440752,1.009993295,24.57257464,Default
Medium,Textiles,Central,Low,No,50.18393934,122.3207775,0.116628894,0.200220896,1.650517528,1.449495511,621.0129945,Non-Default
Large,Machinery,West,Low,No,62.30594325,97.17379156,-0.069140371,-0.197483817,1.568625277,1.344637987,28.35484377,Default
Small,Textiles,West,High,No,48.21287459,111.5887524,0.475103492,0.381511266,1.720468171,0.816643897,194.6484922,Non-Default
Medium,Textiles,West,High,No,53.68910135,112.2403855,0.232411049,-0.141135062,1.461841146,1.235470792,15.17158682,Non-Default
Small,Metals,South,Low,No,60.5902488,85.07350129,0.161726933,0.059603301,2.137147511,0.455499641,7.283157717,Default
Medium,Machinery,South,Medium,No,58.0746825,102.9148842,0.070667511,0.301882111,2.64048143,1.567125274,73.39323344,Non-Default
Medium,Automotive,Central,Medium,Yes,55.10245524,102.3288455,-0.178749377,-0.24318749,0.820621945,2.737977485,32.0811877,Default
Medium,Textiles,South,Medium,No,71.04706208,97.76724539,0.057563622,-0.00325728,2.859215558,1.085796539,246.911523,Non-Default
Medium,Automotive,South,Medium,Yes,50.88788922,82.0541936,0.370845157,0.221946561,1.059497432,2.967380325,226.555289,Default
Medium,Machinery,South,High,No,60.31369609,111.5137581,-0.225511041,0.067714458,2.779353472,3.006308638,114.0320476,Non-Default
Large,Textiles,South,Medium,No,76.82632401,91.15546576,0.16345652,0.197143338,1.313826059,8.129853531,96.72915785,Non-Default
Medium,Metals,North,High,No,44.3336192,86.66342312,0.328861322,0.229869328,2.817471702,1.685042999,73.77400813,Non-Default
Small,Chemicals,Central,High,No,66.38885113,114.0247725,0.338865509,-0.102226741,2.532128385,1.185498382,6.358167884,Non-Default
Medium,Metals,South,Low,No,55.06126728,91.51548398,-0.130017535,0.434683381,1.392172531,2.161701373,24.66156428,Non-Default
Medium,Metals,Central,Low,No,67.33012326,95.93729746,-0.058980776,-0.18011864,0.862207886,2.085903239,84.79369439,Non-Default
Medium,Chemicals,East,Medium,Yes,51.79830847,106.4976873,0.070184553,0.369245896,2.374855057,8.294139134,77.43696539,Non-Default
Large,Chemicals,North,High,No,58.6220986,103.4849021,0.140769379,0.117886417,2.607878039,2.631297471,56.02556795,Non-Default
Large,Chemicals,South,Medium,Yes,36.34674912,79.73576527,0.306345257,-0.124066562,2.295480996,0.937790254,168.1422007,Default
Small,Textiles,North,Low,No,38.41974446,77.91485776,0.009772517,-0.185625845,1.639665877,0.702144793,60.14446385,Non-Default
Large,Automotive,North,Low,No,56.38833076,105.4583787,0.239127598,0.100231309,1.080262721,3.457037243,38.21162967,Default
Small,Automotive,East,Medium,No,56.75240241,101.9432771,-0.462797154,-0.024973759,1.563507189,0.688777698,31.77909732,Non-Default
Small,Chemicals,Central,Medium,No,42.25675453,96.86424404,-0.003197881,0.152090258,1.39088473,2.090860895,43.3841232,Non-Default
Small,Metals,North,Low,No,57.27565449,78.86527634,0.238937845,-0.026638526,2.390797358,0.611317243,22.81021697,Non-Default
Large,Machinery,West,Medium,No,54.19456161,100.1044479,0.216699467,0.048725053,1.150594017,2.720559932,30.89830228,Non-Default
Medium,Chemicals,East,Low,No,55.80359767,103.6329093,-0.141651688,0.157952474,2.602993689,3.342857784,27.77657912,Default
Small,Metals,West,High,No,60.72918453,58.24757514,0.255300566,0.01430572,2.146273534,8.462881473,175.9757712,Default
Medium,Metals,East,High,No,36.78304536,93.19496571,-0.234040284,-0.034179961,1.861651076,6.844995211,39.70584413,Non-Default
Medium,Textiles,West,Low,No,58.33411897,101.2541292,0.289289017,0.119021574,1.592510709,2.680316068,66.71755093,Default
Small,Textiles,West,High,No,55.04836062,101.2732098,0.009133307,-0.061640479,1.916486052,0.874477499,218.8828415,Non-Default
Large,Automotive,North,Medium,Yes,42.90454328,128.9424699,-0.040266539,0.197900806,1.988327609,0.484187926,191.3074065,Default
Large,Automotive,North,High,No,38.16403925,114.8186186,-0.00961284,0.143679347,1.321366798,1.725871937,49.90106234,Non-Default
Medium,Machinery,East,High,No,45.44142919,105.9218826,0.125808001,0.204681833,2.975260037,3.159530428,6.336810784,Default
Large,Machinery,Central,Medium,Yes,46.58430475,113.9086043,0.466074659,0.203191139,2.801004848,0.441699652,314.8689524,Default
Medium,Machinery,North,Medium,No,45.76013995,102.3047188,0.293620251,-0.032375234,1.659755513,1.59659843,72.11987696,Non-Default
Large,Machinery,North,Medium,No,51.58432997,108.0965613,-0.179434646,-0.469789403,1.358847486,4.873119802,8.615379699,Non-Default
Medium,Metals,South,Medium,No,61.60254435,118.29699,-0.158261368,-0.010356628,1.475499833,2.147927807,29.47033801,Non-Default
Medium,Metals,North,High,No,53.75373834,76.08966039,-0.331160613,0.089408768,2.956369167,2.451472808,152.5768907,Non-Default
Small,Automotive,Central,Low,No,39.80648797,128.7130334,0.111773535,0.000189997,1.695542017,1.407314244,69.76098965,Default
Large,Textiles,South,Low,No,53.54348036,96.66787358,0.016092252,-0.149996786,2.806246221,6.456565768,20.4815102,Default
Medium,Textiles,West,Low,No,46.58216178,114.6227993,0.175475158,0.340083058,0.929852107,1.104325493,146.295428,Default
Small,Chemicals,West,Medium,No,46.07958093,107.3264065,-0.050198799,-0.170345421,2.508951969,1.116214713,84.79546467,Non-Default
Small,Metals,South,Medium,No,44.82250238,106.0070328,-0.029298131,-0.140784109,2.476677059,1.568334635,35.17130995,Non-Default
Medium,Machinery,South,Medium,No,52.62585957,118.1546695,-0.240419114,-0.081871038,2.232170518,1.869928911,14.59700998,Non-Default
Medium,Machinery,South,High,No,50.81197455,102.7387988,0.270669974,-0.043476505,1.066460168,1.648691362,42.77672598,Non-Default
Medium,Chemicals,East,Medium,No,43.98874311,116.1462895,-0.070390864,-0.115832189,2.959078409,3.788788991,127.5430863,Non-Default
Large,Textiles,Central,Medium,No,53.74911668,104.4478411,-0.117122452,0.025149271,1.26811504,4.017757657,64.77470019,Non-Default
Small,Machinery,Central,High,Yes,48.24894482,86.06099731,0.243314301,0.0561033,2.361366577,0.610303844,105.2733661,Non-Default
Medium,Textiles,West,High,No,46.48687601,83.25341349,-0.24514595,-0.210588637,2.453247634,1.921399511,26.06798141,Non-Default
Small,Chemicals,West,Medium,No,51.45971007,107.1475064,0.159938916,-0.247631322,2.47182162,8.119056101,86.18434963,Non-Default
Large,Textiles,West,Medium,No,48.28898421,88.57010148,-0.103627942,0.209901417,2.617211022,1.939403837,59.56488615,Non-Default
Large,Textiles,North,Low,No,45.30991391,107.9743044,0.02681554,0.017986524,2.976072978,2.483088249,18.28916538,Default
Medium,Textiles,West,Medium,No,60.00734868,86.34743669,-0.336958149,0.280597842,1.011178226,4.459164572,7.682139358,Non-Default
Medium,Machinery,South,Low,No,60.42089783,117.9284678,0.165503834,0.190061952,1.838816125,4.554356141,195.3759769,Default
Medium,Automotive,West,Medium,No,44.54518245,122.7849404,0.460005854,-0.043693039,2.944649179,0.449936147,227.3029744,Non-Default
Medium,Metals,South,Medium,Yes,53.40821352,110.207317,-0.202601744,0.138873888,2.74058769,0.797460303,56.73595395,Default
Large,Textiles,East,Medium,Yes,46.3771617,97.94415285,0.281000209,0.216110667,2.979364843,4.486273886,98.86907312,Non-Default
Medium,Textiles,North,Medium,Yes,47.13493843,98.39814956,0.040538671,-0.170783912,2.081356023,2.33622921,69.4819073,Default
Medium,Textiles,North,Medium,Yes,44.37045858,105.6897798,0.156920812,-0.353152843,2.280268602,2.115492618,4.724084294,Default
Medium,Automotive,Central,Medium,Yes,39.48826248,128.7581733,-0.186007103,-0.207614999,1.380367379,4.43379286,102.941845,Default
Large,Chemicals,East,High,No,50.10521052,103.8832853,-0.156403175,0.173251501,1.808326385,3.628131004,218.509604,Default
Medium,Machinery,South,High,No,48.25911855,113.3953842,0.067491894,0.460981351,0.846087368,3.013007963,25.65399795,Non-Default
Small,Automotive,East,Medium,Yes,46.78009566,88.17626079,0.006716032,0.021139099,2.383385751,0.489007461,10.47472562,Default
Medium,Textiles,North,Medium,No,62.65770229,100.0766316,0.079813948,0.348346288,2.83693023,3.328871661,37.87775592,Non-Default
Large,Automotive,South,Low,No,53.48392552,123.5834443,-0.242724176,0.25828455,1.046728433,0.725225364,28.53894447,Default
Small,Automotive,East,Medium,Yes,53.4601824,127.1635744,0.172084751,-0.144818399,1.799631436,0.461145061,49.38526306,Default
Small,Automotive,North,Medium,No,66.91950524,83.74370731,0.127671424,0.013465847,2.170968165,1.469952547,404.9210603,Non-Default
Small,Chemicals,South,High,No,54.76090782,100.2397722,0.271180511,0.190258312,2.190792116,6.430307885,86.69865243,Non-Default
Medium,Metals,South,Low,No,70.48971365,116.8560782,0.113302616,-0.263543891,1.474369657,4.947845957,147.9289901,Default
Medium,Machinery,North,Low,No,46.60796738,118.224524,0.501139078,0.242124529,0.843526251,8.028068666,15.94782116,Default
Medium,Chemicals,South,Low,No,50.28826009,97.59856001,0.451514677,0.29779969,2.753193465,0.811329342,22.29081803,Default
Medium,Chemicals,North,Medium,No,60.40141538,100.1350034,0.053442986,0.232912576,1.001909543,2.53651486,85.72003696,Non-Default
Medium,Metals,West,Medium,No,29.31015525,92.0160193,0.045543133,0.000146638,1.190895421,0.50039258,5.816821597,Non-Default
Medium,Chemicals,West,High,No,52.11259576,77.47955268,-0.116014617,0.151084947,2.918131989,3.588664763,92.35629206,Default
Large,Automotive,South,Medium,No,75.72082158,96.72534487,-0.221187169,0.275743715,1.900821194,1.592409544,41.16949312,Non-Default
Medium,Automotive,South,Medium,No,40.46060908,107.1030473,0.00442969,-0.337947803,2.72288125,8.782022032,74.56895905,Non-Default
Large,Textiles,North,Medium,No,64.35256353,77.47600466,-0.07878607,-0.569354043,2.773280219,0.798550393,4.992455609,Non-Default
Medium,Chemicals,South,High,Yes,48.89356785,141.4541747,-0.107084342,0.158773988,2.97677523,3.362791269,51.74170417,Non-Default
Small,Textiles,Central,High,No,78.01448952,100.0767536,0.120277464,-0.119182417,0.889543064,0.673845834,237.054325,Non-Default
Medium,Machinery,West,High,No,42.53647464,125.8854879,-0.26518642,0.075019769,0.916600422,0.895049305,29.44048639,Non-Default
Medium,Automotive,South,Low,No,42.92167334,109.525633,-0.186500458,0.080340697,1.219588582,0.913281782,15.63729556,Default
Medium,Machinery,South,Low,No,40.82366641,118.892301,-0.344348831,0.336119783,2.244076262,1.83061761,49.29824868,Non-Default
Small,Metals,East,High,No,51.89935375,82.54436204,-0.220507762,0.072663091,1.376324983,1.079286308,6.158706503,Non-Default
Small,Automotive,South,Medium,No,46.02488798,111.6129215,-0.070778037,0.162981976,1.89037498,1.289529435,163.6867855,Non-Default
Large,Machinery,Central,High,No,44.2384972,90.58332554,0.211615469,0.146196956,2.529986425,1.584537605,108.4140945,Non-Default
Small,Metals,West,Low,No,53.48520663,101.4102178,0.436559689,0.228159562,1.208741961,0.500897637,8.642235527,Default
Large,Machinery,East,Medium,No,56.53472783,110.1878825,-0.295487547,-0.111618036,1.428946035,2.324660356,21.34511821,Non-Default
Small,Metals,North,Low,No,29.51213469,102.8178178,0.225420829,0.105916609,2.400556408,2.221235888,129.1203692,Default
Medium,Metals,North,Medium,No,59.00910221,94.29917024,-0.142659551,-0.553080172,0.816908919,7.256350153,46.21190378,Non-Default
Medium,Automotive,West,Medium,Yes,37.87520009,101.9668783,0.082669358,-0.12799847,2.466236959,0.612987278,14.88792759,Default
Medium,Textiles,North,High,No,46.95512601,112.7454317,0.165358164,0.285512732,2.287811963,0.467523852,14.67215379,Non-Default
Medium,Metals,Central,Medium,No,46.37928398,96.92199707,0.331103849,-0.301630568,1.085089348,0.612737072,37.31665369,Non-Default
Small,Metals,South,Low,No,53.87713042,105.54755,0.529184879,-0.274214653,1.33648798,1.239535877,164.3628583,Default
Small,Automotive,West,Medium,No,42.18945645,98.85787646,0.258525669,0.192647854,0.83388949,0.749352985,92.65810016,Non-Default
Medium,Textiles,East,Low,No,57.81353188,82.61876655,-0.044997737,-0.123311981,2.079109141,0.753742221,80.52623504,Default
Medium,Chemicals,South,Medium,No,41.972621,123.8196647,-0.257710724,0.34362822,1.673605387,4.606600579,86.22778529,Non-Default
Large,Chemicals,North,Medium,Yes,60.50868259,111.8356607,0.096479162,0.048736073,1.731552965,0.97745157,15.2220521,Default
Large,Textiles,North,Low,No,48.48771071,94.13117003,0.179175856,0.410306455,1.027006873,1.222609258,34.39660606,Default
Medium,Machinery,East,Low,No,51.7847498,86.63529597,-0.180964901,0.455384257,1.57508033,2.454118094,35.60132204,Default
Medium,Automotive,Central,Low,No,60.2673084,91.82841429,0.205148417,0.348896038,2.821796075,1.015987688,3.089752638,Non-Default
Medium,Textiles,East,Medium,No,48.24388268,108.4107105,-0.035578164,-0.097569843,0.942419895,1.721931661,50.07778865,Non-Default
Small,Chemicals,West,Low,No,71.87757527,102.2631315,-0.176095262,-0.249927074,2.944907877,1.588835904,34.8672089,Default
Large,Metals,East,Low,No,48.08409078,114.3558569,0.077365911,0.347847447,2.665621205,0.841319568,15.11296989,Default
Medium,Chemicals,North,High,No,52.19081209,83.54090914,-0.13052016,0.026221851,1.246577758,2.707225961,80.10968607,Non-Default
Medium,Metals,Central,Medium,Yes,66.13133957,104.3897154,-0.181239385,0.080114308,2.351928178,4.011731345,116.0197005,Default
Small,Automotive,Central,High,No,55.02557727,97.38917909,0.10741116,0.317136451,1.000082432,3.349212642,86.28787503,Non-Default
Medium,Metals,East,Medium,Yes,58.96305076,91.66216299,0.133063589,-0.25043444,1.151264601,1.160638308,14.86573789,Default
Medium,Textiles,West,Low,No,46.41816126,123.3918082,-0.023066716,0.177119453,1.873514623,6.131401254,11.62730221,Non-Default
Large,Metals,North,Medium,No,29.64932189,94.46448857,0.104940741,-0.093336308,1.681003348,5.225824446,70.38075478,Non-Default
Medium,Machinery,South,Low,No,44.07358018,99.72080163,0.278331535,0.228152157,2.593063193,0.852199709,41.60760747,Default
Medium,Textiles,Central,Low,No,49.63538873,72.4720219,0.216432377,0.126576002,2.86636093,0.598375526,22.60667426,Default
Large,Automotive,East,Low,No,42.58334611,120.5723131,-0.115225747,0.250411041,2.874193894,5.108165272,10.52542393,Default
Small,Textiles,West,Medium,No,50.60223414,86.50366305,0.055588636,-0.076309959,1.123406401,2.951225989,117.8189088,Non-Default
Medium,Machinery,West,Medium,Yes,35.04405579,76.45786963,-0.089798039,-0.147422421,2.309701778,0.947777431,201.8230025,Default
Small,Automotive,North,Low,No,50.84439854,113.5253148,-0.230083844,0.030374749,2.055731253,0.933959376,30.33725453,Default
Medium,Chemicals,Central,Low,No,42.70841321,116.5568401,0.17853601,-0.115230284,1.614506706,0.973557929,171.9625025,Default
Large,Machinery,North,Low,No,33.653083,110.0505903,0.250537077,-0.12730743,2.988622727,4.458526447,111.9110973,Default
Small,Automotive,South,Medium,Yes,51.20557161,73.70568782,-0.044821275,-0.145379529,1.803299306,0.799010141,16.6799417,Default
Large,Metals,South,High,No,50.2526098,106.0256916,0.096964416,0.188316452,2.263728957,2.232605668,61.89326743,Non-Default
Small,Textiles,South,High,No,46.79409009,57.52525966,0.359435972,0.518305999,1.90625175,4.01671287,163.116767,Non-Default
Large,Automotive,West,High,No,40.66110236,81.4192974,0.254998086,0.228204825,1.026388662,1.138613076,94.82978427,Non-Default
Medium,Textiles,Central,Medium,No,39.65993394,94.62702618,-0.067261599,0.205232588,1.110420521,0.508056188,117.6275654,Non-Default
Large,Metals,North,Low,Yes,64.8379343,115.8783527,0.034071605,0.199045721,2.450315174,3.086843863,43.25101321,Default
Small,Automotive,North,Medium,No,56.96881752,104.4281842,-0.09162098,-0.19828548,2.563704491,0.453322923,41.70645462,Non-Default
Large,Chemicals,South,Medium,No,44.26419019,120.0439279,0.095838782,0.20319733,1.600399851,3.963444555,35.36592876,Non-Default
Medium,Machinery,Central,High,No,44.52727353,90.98488756,0.058093432,-0.42067467,0.947310133,1.068322419,344.49802,Non-Default
Medium,Automotive,Central,Medium,No,39.53437492,82.53028417,-0.180576986,0.123363576,2.905411937,3.561889151,31.30917066,Non-Default
Large,Metals,East,Low,No,48.56004801,99.25745083,-0.041189134,0.213380969,1.893559273,1.682523635,97.32360369,Default
Small,Automotive,Central,Medium,Yes,62.40700176,94.10374591,-0.362988512,0.233341872,1.095126315,1.064110168,118.6504705,Default
Large,Textiles,Central,Medium,No,54.81135298,102.6294438,-0.157775255,0.192830016,1.236611579,5.23430123,122.3324853,Non-Default
Small,Automotive,North,Medium,No,58.96099637,108.7008054,0.132547703,-0.281452126,0.899792408,3.170606074,190.0991735,Non-Default
Medium,Chemicals,Central,Medium,No,38.18032757,115.5411157,0.078654323,-0.130491366,2.361682943,0.534741473,273.6257073,Non-Default
Medium,Automotive,Central,High,No,44.18087479,103.2758183,0.239368227,0.323944531,2.349007001,6.059896121,38.42848168,Non-Default
Small,Machinery,North,Medium,Yes,52.91293149,103.7221946,0.060545426,0.122326946,2.125509686,1.382112793,46.21230089,Default
Small,Automotive,Central,Medium,No,27.66132553,95.25577181,0.010765914,0.108916899,2.001860622,0.637674347,17.82274841,Non-Default
Small,Textiles,North,Medium,Yes,43.5636979,104.2387251,0.421580754,-0.102583495,1.639279955,3.214554101,12.1492549,Default
Medium,Automotive,East,Low,No,41.47590142,128.4215337,-0.017853901,-0.245599397,2.891393897,1.567841647,35.47453262,Non-Default
Medium,Chemicals,West,High,No,63.21296095,93.89852658,-0.027032519,-0.152712021,2.561146708,2.374277734,49.66162305,Non-Default
Medium,Metals,North,Medium,No,58.64606303,98.49137103,0.059921676,-0.317443904,2.796767811,2.526374828,89.45821352,Non-Default
Small,Automotive,North,Medium,No,54.81187056,117.2914923,-0.105560495,0.167629252,1.485650447,0.719142815,15.56123195,Non-Default
Small,Automotive,Central,Medium,Yes,49.5499137,129.4457675,0.101410612,-0.703045146,2.952224112,7.512049389,24.43808562,Default
Medium,Machinery,North,Medium,No,55.51860101,85.08572063,-0.094874011,-0.151961396,1.163770657,0.57066217,92.14036136,Non-Default
Small,Chemicals,South,High,No,47.38671616,85.75845449,-0.036263469,0.523318126,0.923799572,1.97156251,15.4514149,Non-Default
Large,Metals,South,Medium,Yes,59.43410981,86.32559559,-0.099059156,-0.023573174,1.503649008,0.633448313,42.48624514,Default
Large,Textiles,East,Medium,No,40.96112961,70.76919303,-0.305557775,-0.163188385,1.242831207,4.759688789,181.1606708,Non-Default
Medium,Automotive,North,Medium,No,39.35663409,101.3339895,-0.433255845,0.58859944,1.938551753,0.677705187,37.38935334,Non-Default
Medium,Metals,Central,Low,No,49.29910532,125.7825888,-0.234756659,-0.07095529,1.570438381,1.296856013,11.95805631,Default
Large,Textiles,Central,Low,Yes,52.5582624,114.3243014,0.278217836,0.527049137,1.177841445,0.543503275,168.4662252,Non-Default
Small,Chemicals,West,Low,No,61.87579069,99.2506429,0.065028186,-0.039542296,2.657368301,1.319217017,18.71716584,Default
Small,Chemicals,East,High,Yes,41.78221211,118.049042,-0.046029321,0.2582028,1.917535147,0.433563035,39.40799216,Non-Default
Small,Metals,Central,Medium,No,49.5775155,129.4873949,-0.157918794,0.603162623,1.040965864,1.304583458,12.85734045,Non-Default
Medium,Textiles,West,High,Yes,51.24943788,100.8325926,0.302212573,0.067337154,0.965732872,2.481110922,65.8203906,Default
Small,Chemicals,Central,High,No,43.33281062,99.70708045,-0.078336158,-0.055610337,1.642996992,0.69404817,14.26521308,Non-Default
Medium,Metals,West,High,No,55.68657971,89.75119863,-0.119020949,0.208765709,2.7975624,1.715852164,116.3444966,Non-Default
Large,Chemicals,South,Medium,No,39.88254911,112.898912,-0.328370499,-0.217246599,1.917599779,1.407493134,13.64988516,Non-Default
Large,Chemicals,South,High,No,48.76347287,123.5581468,-0.396208053,0.345367946,1.10609786,1.003961946,64.53588798,Non-Default
Medium,Chemicals,Central,Medium,Yes,53.92121675,115.6894658,0.142276667,-0.130378204,1.342591007,2.361111478,131.5830434,Default
Small,Machinery,East,Low,No,53.94918508,84.82401687,0.387265458,-0.355496553,0.908855749,8.716560308,27.23414709,Non-Default
Large,Textiles,North,Low,No,52.2751343,112.2790391,0.109281932,0.005547267,2.630048626,6.281595743,52.73745769,Non-Default
Medium,Metals,East,Medium,No,38.16086089,88.35407432,0.106633709,-0.078985854,2.881314999,7.479020419,37.87466297,Non-Default
Small,Metals,East,High,No,60.63715997,68.0735757,0.4092829,-0.583744082,0.971190378,0.453758402,58.09625943,Default
Small,Textiles,North,Medium,No,49.55270649,100.7438117,0.150169217,0.033868485,1.180558178,0.830954854,36.87855758,Non-Default
Large,Textiles,South,High,No,34.66765762,117.9513735,0.048450663,-0.241892359,1.176351587,5.833107738,75.97425042,Non-Default
Medium,Textiles,South,High,Yes,38.43630416,90.66821673,0.161897825,-0.081942852,2.568153649,0.490259035,34.84878375,Default
Large,Textiles,North,Medium,Yes,36.05956164,91.24044046,0.230577076,-0.242518952,2.646399063,1.078506819,40.28711845,Default
Large,Automotive,West,Medium,Yes,38.98425066,111.1327644,0.15189653,0.195874968,1.722402115,2.239614683,135.4520254,Default
Medium,Metals,East,Medium,No,47.66458539,101.2664385,-0.047122391,0.026950291,2.932526693,8.073766228,178.8681588,Non-Default
Medium,Automotive,Central,Medium,No,26.33829384,98.03897373,0.131301345,-0.333365479,1.37084887,0.870778627,69.25550853,Non-Default
Medium,Chemicals,South,Medium,Yes,58.16890581,89.20117833,-0.08859094,0.383674399,1.955264469,3.14096312,28.8460738,Default
Medium,Chemicals,Central,Low,No,62.57029534,113.0862885,0.04379633,0.108606886,2.991834655,2.291871413,209.2444173,Default
Medium,Metals,North,Low,No,60.67439263,96.11610786,0.129452412,-0.093039037,2.619628441,2.012782901,17.60812803,Default
Medium,Chemicals,Central,Low,No,37.20277342,93.33200405,0.417762332,-0.158920253,1.871806258,2.933302874,156.0361347,Default
Medium,Textiles,Central,Medium,No,56.12007467,105.0802503,0.137736211,0.015499052,1.038756325,0.826001676,76.50208282,Non-Default
Large,Automotive,East,Medium,No,60.396877,81.19485852,0.053281887,-0.2856059,2.789574462,1.012925841,12.68721635,Non-Default
Medium,Textiles,North,Low,No,70.20061637,97.14301279,-0.030092506,0.360302424,1.992676791,1.749355211,34.62740834,Default
Medium,Chemicals,Central,Low,No,36.89968318,104.4341744,-0.066801376,0.314722182,1.47836441,1.290366632,15.69896941,Non-Default
Medium,Automotive,South,Medium,No,57.18433194,108.0202332,-0.027348974,-0.050755424,1.792681285,2.748060625,24.73130049,Non-Default
Medium,Textiles,North,Medium,Yes,46.7353901,105.3485523,0.058041045,-0.067123044,1.48404209,3.553254111,74.84422536,Default
Medium,Metals,South,Low,No,54.72403106,83.08651442,0.233166479,-0.190677834,2.01232208,1.6096442,22.98117087,Default
Small,Textiles,West,Low,Yes,44.7179855,74.90917456,-0.204868555,0.097932338,1.400458754,1.156910059,1.31884244,Default
Medium,Chemicals,Central,Medium,Yes,53.56425651,96.83818029,0.203221927,0.09996159,1.781163834,5.540547009,56.77145908,Default
Small,Automotive,North,High,No,70.00783288,79.67493391,-0.063049715,0.209219458,1.737772579,2.998550775,25.84087678,Non-Default
Medium,Metals,South,High,No,41.78169665,130.9557117,-0.090208767,0.102703034,2.155352248,2.377758429,39.7115964,Default
Medium,Automotive,Central,Medium,No,37.0081876,73.65604632,0.152140819,-0.192330567,0.831165242,0.502357796,135.1506772,Non-Default
Medium,Metals,East,Low,No,43.35375519,107.8473571,-0.025016985,-0.150743458,2.117252639,1.608966693,32.30054493,Default
Large,Automotive,South,Low,No,55.74188346,91.96797467,0.145286331,0.066891136,2.104850308,0.594645079,33.68607588,Non-Default
Medium,Chemicals,South,Medium,No,55.38070267,124.6557016,0.127620305,-0.142995013,1.663034219,2.29276633,142.4652016,Non-Default
Medium,Metals,West,Medium,Yes,31.09914336,106.2813058,0.211157506,0.375189637,1.343178659,0.922249404,29.70318797,Default
Medium,Machinery,East,Low,No,47.86009823,118.196066,0.313680233,0.025946926,2.646352921,2.892606041,57.43440883,Non-Default
Medium,Automotive,West,High,No,55.6585509,88.76583512,-0.294002735,-0.329732303,1.558523528,3.289843475,33.08703575,Default
Small,Automotive,East,Medium,No,52.9628008,81.89529764,0.090887959,0.007316447,1.485804733,0.923985903,19.16454572,Non-Default
Small,Textiles,South,Medium,No,52.73561503,86.4712063,-0.097952356,-0.018770347,1.818967322,7.753502277,78.35303664,Non-Default
Medium,Metals,West,Medium,No,63.55946563,79.48334679,0.133606575,0.36896069,1.411577688,1.564213321,34.65834174,Non-Default
Medium,Machinery,Central,High,No,47.71667436,98.5646148,-0.231108776,0.041288335,2.627679353,0.756611545,128.3636868,Non-Default
Small,Chemicals,East,Low,No,53.8253162,80.67326064,0.060204265,0.179270454,2.042885804,3.257458625,26.80740934,Non-Default
Small,Textiles,South,Medium,No,39.9896103,97.86659098,-0.326413338,-0.006967533,2.459634049,3.105865292,26.38823359,Non-Default
Small,Machinery,North,High,No,64.78572802,93.67338399,0.058692529,0.286355023,2.439840982,1.214037393,165.3999796,Non-Default
Large,Metals,East,High,No,37.84547283,122.4264163,0.051117305,0.360587987,2.534056082,2.280488522,28.21072334,Non-Default
Medium,Machinery,East,High,No,44.32708052,93.79155423,-0.084509994,-0.197571399,2.712252869,0.455680323,19.80648777,Non-Default
Medium,Automotive,Central,Medium,Yes,50.24254861,105.6253281,-0.028775083,-0.116611771,2.822820717,0.903811563,8.852016921,Default
Small,Automotive,East,Medium,No,45.6709574,107.4699803,-0.023968493,-0.022758755,1.643939936,4.843986769,492.6576495,Non-Default
Medium,Textiles,East,Low,No,54.7690762,103.5785573,-0.259919497,0.260476586,1.776178525,0.783380774,147.9548251,Non-Default
Small,Metals,Central,Low,No,35.62729105,90.75839543,-0.209290398,-0.130781894,0.910129569,5.383726761,15.15838457,Default
Small,Metals,Central,Low,No,31.9554388,101.4441717,0.087629265,-0.525601197,2.836554031,1.840310519,78.42994734,Default
Medium,Machinery,West,High,No,40.70387422,117.6046706,0.263629188,0.23237954,2.091719461,5.318986872,33.13845406,Default
Small,Textiles,South,Medium,Yes,61.41047411,111.3377377,0.207349526,-0.163280761,2.367091852,0.609069187,54.66904281,Default
Small,Metals,South,Medium,Yes,30.85008364,116.1839356,-0.355789203,-0.053308185,1.75921156,1.371676146,12.3490097,Non-Default
Small,Automotive,West,Low,No,54.86279402,89.15142474,0.298003568,-0.066863026,1.842465423,0.915251845,21.09416308,Default
Small,Machinery,South,Medium,Yes,59.59149576,119.3058751,0.310203725,-0.49005252,1.994988195,4.957810586,16.84809335,Default
Small,Chemicals,East,Medium,Yes,51.64489412,95.82068878,-0.099400128,-0.264368471,2.549784916,1.019938698,134.8684107,Default
Medium,Automotive,West,Medium,No,40.43879818,116.3795279,-0.095548399,0.244218722,2.1485309,1.882490279,29.73088749,Non-Default
Large,Textiles,West,Low,No,42.55194388,119.3282987,-0.053535714,0.020854566,2.584662713,3.916068136,14.1772212,Default
Medium,Metals,South,Medium,No,60.60091633,76.40618499,0.116348817,0.269088012,1.276709283,0.777505474,50.62160734,Non-Default
Medium,Automotive,North,Low,No,49.31547298,102.0597135,-0.010691108,0.43437331,1.252845481,0.486865848,24.1027085,Default
Small,Chemicals,South,Medium,No,51.29599255,83.12711006,0.127822912,-0.378182302,1.254989914,1.478215463,227.6071707,Non-Default
Large,Chemicals,North,High,Yes,48.86299239,96.01991853,-0.210458022,-0.05281919,0.810656464,2.450645536,141.3221378,Default
