Industry,Region,CompanySize,CompanyAge,ContractTermMonths,CommittedAmount,CreditUsageRate,EAD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,CurrentRatio,DownPaymentPct,UsageHoursPerWeek,EquipmentType
Energy,East,Medium,4.2,36,84305.69,0.82,35041.07,-9.03,-10.72,1.68,1.34,0.48,47.4,Excavator
Construction,North,Medium,8.6,60,76868.91,0.59,34859.25,-5.65,-59.49,1.64,1.15,0.21,43.4,Crane
Transportation,North,Medium,5.7,36,99766.75,0.92,48690.88,-13.84,17.38,2.02,2.18,0.45,23.8,Loader
Mining,North,Small,10.1,36,51628.96,0.96,24192.8,-0.49,-15.9,1.22,1.42,0.49,47,Loader
Energy,East,Small,10.1,48,104302.7,0.7,40447.3,-1.98,-2.62,1.23,1.22,0.43,58.1,Drill
Construction,East,Large,6.9,24,44145.42,0.91,35157.06,-26.32,16.92,1.69,1.35,0.11,43.3,Excavator
Transportation,North,Medium,8.1,24,133624.56,0.62,44429.71,-9.81,-9.12,1.09,1.68,0.45,45.5,Bulldozer
Construction,South,Large,8.8,48,120528.1,0.57,54773.23,21.59,-9.32,1.49,2.23,0.19,29.3,Bulldozer
Mining,North,Medium,14,36,72214.42,0.66,35064.31,3.66,61.62,0.86,1.42,0.24,33.8,Crane
Construction,South,Medium,9.3,12,119834.14,0.67,38467.06,10.73,-53.84,0.1,1.07,0.5,29.8,Bulldozer
Manufacturing,North,Large,14.1,24,103345.43,0.7,51612.2,-1.81,-32.15,1.56,2.46,0.26,44,Loader
Transportation,West,Medium,12.9,48,69729.69,0.69,29330.92,-28.31,-27.3,0.27,1.57,0.36,34.8,Loader
Construction,North,Small,12.9,12,39313.72,0.71,20481.53,-1.93,44.73,0.78,1.45,0.22,34.2,Excavator
Mining,North,Medium,16.9,36,109493.07,0.86,68564.9,15.63,-16.12,1.69,1.54,0.25,47,Crane
Mining,East,Large,4.4,48,76171.54,0.62,31145.97,-17.79,6.01,1.7,0.88,0.34,56.7,Bulldozer
Construction,South,Small,7.6,24,132849.09,0.51,33794.91,11.21,-11.85,1.91,1.48,0.48,39.1,Excavator
Mining,West,Small,18.8,12,100421.01,0.74,55163.49,-25.53,15.08,0.1,1.88,0.21,24.3,Drill
Energy,South,Small,8.7,12,79012.52,0.72,43463.83,0.3,-0.32,1.38,2.11,0.2,40.4,Drill
Energy,West,Large,1,24,153935.16,0.53,70933.52,8.17,6.33,1.05,1.32,0.11,41.9,Bulldozer
Energy,North,Small,9,12,117293.39,0.57,52233.33,-4.68,32.18,1.79,1.59,0.18,48.3,Bulldozer
Manufacturing,East,Medium,10.7,24,20000,0.75,11648.94,37.09,11.01,2.09,2.12,0.2,36.8,Bulldozer
Construction,East,Medium,1,48,85408.25,0.62,44653.19,-7.4,-18.38,0.41,1.52,0.13,48.8,Loader
Manufacturing,South,Medium,16.7,60,58477.33,0.94,36165.22,-8.68,7.8,1.21,1.86,0.33,47.3,Bulldozer
Mining,East,Medium,6.4,36,76006.06,0.59,36974.87,3.07,60.47,1.7,1.71,0.15,37,Drill
Manufacturing,South,Small,11.6,48,95658.03,0.51,32801.89,-11.32,14.12,1,1.17,0.3,48.2,Bulldozer
Mining,South,Medium,8.9,36,110621.46,0.72,64626.08,-21.62,3.8,2.25,1.04,0.18,49.3,Crane
Mining,West,Medium,3.6,36,107840.97,0.99,53847.4,-16.47,-34.26,0.96,2.03,0.47,29.1,Drill
Transportation,South,Large,4.6,24,132336.19,0.82,82854.12,11.37,18.11,1.02,0.5,0.22,49.6,Crane
Energy,West,Small,5.3,60,119097.95,0.68,67274.14,-4.57,21.81,0.56,1.17,0.14,38.8,Drill
Mining,East,Large,15.4,36,117242.41,0.51,33277.59,25.53,7.82,1.29,0.8,0.43,37.5,Excavator
Transportation,South,Medium,9.3,36,106044.77,0.74,55780.04,-6.62,2.85,0.1,2.03,0.26,38.9,Drill
Energy,South,Large,7.4,48,138603.97,0.6,47295.55,10.66,70.81,1.05,2.18,0.43,52.4,Drill
Mining,North,Medium,5.3,60,90511.7,0.82,57225.15,7.66,21.39,1.96,1.14,0.22,52.4,Crane
Mining,South,Medium,16,60,91290.9,0.79,48887.64,-6.84,31,0.36,2.88,0.3,44.8,Crane
Manufacturing,South,Large,17.3,36,42832.8,0.63,18939.76,-13.18,1.67,0.23,2.19,0.28,42.7,Drill
Manufacturing,North,Large,15.9,60,131684.92,0.53,47032.94,-25.98,-3.29,1.87,1.6,0.32,39,Drill
Energy,North,Medium,12.5,48,97692.23,0.88,62230.94,8.3,15.8,1.95,2.25,0.26,67,Loader
Mining,East,Small,11.4,24,188008.17,0.79,99524.05,17.97,-3.31,0.39,1.18,0.3,33.2,Excavator
Construction,South,Small,3.9,36,87834.02,0.92,48933.1,-23.85,-1.26,2.24,1.36,0.37,35.5,Excavator
Manufacturing,East,Small,8.8,12,102657.34,0.63,45219.97,-5.56,11.58,1.46,1.73,0.27,43,Bulldozer
Energy,East,Small,6.6,36,116395.15,0.83,57874.04,-10,-12.82,1.83,1.15,0.37,30.9,Drill
Mining,North,Small,1,36,66943,0.56,22187.48,8.27,5.51,0.72,0.86,0.39,50.5,Drill
Mining,West,Large,15.3,24,110756.43,0.65,42082.32,-4.93,2,2.09,1.03,0.4,25.3,Drill
Construction,East,Small,6.5,12,101039.84,0.83,56785.85,19.84,24.18,1.04,1.4,0.29,32.9,Drill
Energy,West,Medium,16,12,90889.35,0.91,71216.59,-5.77,-15.28,1.01,1.73,0.1,36,Excavator
Mining,South,Small,14.4,12,135178.12,0.66,50487.13,-18.55,-50,1.49,1.33,0.4,30,Crane
Manufacturing,North,Small,12.8,24,72887.54,0.9,33769.32,-7.03,-7.77,0.96,0.68,0.46,50.4,Loader
Construction,South,Small,13.1,60,108247.06,0.84,55544.68,-5.38,9.93,0.29,1.74,0.36,26.9,Crane
Energy,South,Small,6.9,12,143639.93,0.67,63390.65,7.89,24.1,1.28,2.14,0.31,30.4,Crane
Construction,North,Medium,19.3,60,78801.35,0.94,48703.39,-5.6,-17.32,1.01,1.17,0.32,33.2,Excavator
Manufacturing,South,Large,10.2,48,91093.42,0.75,43318.03,6.6,13.55,0.74,2.33,0.36,48.4,Loader
Energy,North,Small,11.5,24,170359.14,0.82,67614.36,-11.86,28.38,1.94,1.93,0.5,54.5,Drill
Construction,West,Medium,6.8,60,114231.73,0.75,74168.43,-4.42,18.78,2.64,0.97,0.12,45.2,Excavator
Transportation,South,Medium,5.3,12,84814.08,0.73,52375.26,-11.78,-19.77,0.65,1.18,0.11,26.9,Excavator
Manufacturing,North,Large,12.4,12,124078.74,0.92,57105.06,-12.7,-17.08,1.32,1.34,0.49,33.8,Loader
Manufacturing,East,Medium,11.1,60,82957.19,0.65,38221.81,19.12,10.88,0.96,1.41,0.28,55.7,Bulldozer
Manufacturing,South,Medium,6.1,60,53052.52,0.52,17925.69,-10.73,40.63,2.57,0.5,0.34,40.3,Excavator
Transportation,West,Medium,2.8,48,141170.92,0.94,77314.2,-5.21,0.35,1.5,1.12,0.4,25.5,Crane
Transportation,North,Large,3.7,24,66908.22,0.91,36347.8,15.67,-4.13,1.76,1.22,0.4,61.9,Crane
Mining,South,Small,16,36,173551.38,0.68,72486.36,11.25,-34.24,1.91,2.45,0.36,34.3,Drill
Construction,South,Medium,6.9,48,85320.03,0.59,35043.59,24.62,-9.11,1.28,1.61,0.29,39.3,Excavator
Mining,South,Large,8.3,48,163997.94,0.84,90375.55,7.24,-17.88,1.09,1.1,0.33,33.2,Drill
Construction,West,Medium,17.3,48,58939.87,0.54,18887,-9.01,0.68,2.11,1.28,0.39,30.4,Excavator
Transportation,North,Medium,4.4,12,130764.81,0.71,50282.38,30.86,-37.82,1.67,1.71,0.44,53,Loader
Transportation,East,Medium,6.4,60,114991.79,0.54,51735.66,8.73,-8.21,0.69,1.31,0.15,42,Excavator
Mining,East,Small,6.2,24,125132.39,0.8,75122.23,-2.32,-25.22,0.77,1.21,0.21,43.2,Bulldozer
Energy,East,Medium,18.1,12,129040.68,0.51,47186.74,0.86,23.51,0.97,1.22,0.26,27.2,Crane
Mining,North,Medium,20,48,85067.65,0.81,42741.54,2.69,-21.48,1.9,1.74,0.37,37,Loader
Construction,East,Medium,13.8,24,60734.68,0.84,36624,-3.55,-14.31,2.08,0.81,0.26,33.8,Crane
Mining,West,Medium,13.9,12,98472.47,0.74,57085.31,-20.64,7.05,2.49,0.96,0.2,31.7,Drill
Manufacturing,North,Large,7.1,36,106690.91,0.59,54593.66,24.4,-11.34,0.77,1.04,0.11,44.7,Loader
Construction,South,Small,19.7,48,85844.66,0.55,25880.92,-0.33,58.99,1.28,0.95,0.44,36.6,Bulldozer
Construction,West,Medium,11.3,12,108326.62,0.66,50371.43,2.75,23.26,0.96,1.09,0.27,46.9,Crane
Energy,South,Medium,14.3,12,109888.77,0.73,59534.1,31.17,0.43,1.09,1.95,0.23,47.2,Excavator
Transportation,East,Medium,9.5,48,72699.21,0.82,39896.03,-10.25,9.2,1.76,2.02,0.31,35.6,Excavator
Construction,West,Small,8.7,36,111849.14,0.5,45467.46,9.83,-58.89,1.17,1.64,0.15,44.5,Excavator
Transportation,North,Medium,18.3,60,91983.64,0.86,57265.16,-11.88,30.79,1.99,1.61,0.26,35.4,Loader
Mining,West,Large,12.7,36,79000.57,0.86,39706.68,4.82,12.8,0.89,1.17,0.4,32.1,Bulldozer
Manufacturing,South,Medium,17.3,48,123621.25,0.72,52987.36,3.02,-1.83,1.64,0.5,0.39,29.4,Bulldozer
Energy,North,Large,11.3,60,76690.26,0.67,30089.43,11.86,14.15,0.93,1.57,0.41,40.9,Bulldozer
Transportation,West,Large,5.8,12,86299.97,0.92,54715.21,18.12,17.2,0.1,1.65,0.29,32.6,Crane
Construction,West,Small,7.1,36,102161.53,0.89,65799.1,-8.69,-10.41,0.59,1.16,0.25,53.8,Loader
Transportation,West,Small,10.5,36,141229.35,0.99,77112.52,21.25,9.5,1.27,0.96,0.43,56.3,Excavator
Construction,West,Large,6.9,60,105783.52,0.69,60542.96,22.31,26.22,2.35,0.86,0.17,44.7,Crane
Transportation,North,Large,4.5,12,115848.65,0.95,65372.64,-3.75,11.37,0.92,1.58,0.39,42.4,Bulldozer
Construction,South,Small,16,36,91070.72,0.54,25836.44,-0.1,-6.32,1.1,1.54,0.46,40.2,Excavator
Mining,West,Small,7.3,60,97645.31,0.71,52558.27,-7.42,7.42,1.49,2.1,0.21,63.7,Loader
Construction,North,Small,10.7,36,98533.68,0.73,57344.71,-4.58,34.56,0.84,1.1,0.18,59.6,Drill
Construction,South,Large,11.5,12,108799.19,0.72,52844.49,-18.05,19.6,0.91,1.36,0.31,38,Bulldozer
Manufacturing,West,Small,7.1,12,91120.97,0.81,57165.84,11.66,-29.08,1.24,1.51,0.19,38,Bulldozer
Construction,South,Medium,17.3,24,140200,0.59,43657.3,-30.75,14.67,0.94,1.23,0.45,43.3,Bulldozer
Manufacturing,South,Large,4.4,60,88805.01,0.93,64831.4,-10.46,11.35,0.13,1.92,0.2,28.2,Bulldozer
Energy,North,Small,11.3,48,48782.77,0.78,27994.45,-0.69,29.1,0.81,2.12,0.23,22,Excavator
Manufacturing,South,Medium,11.2,36,182283.9,0.95,92044.91,19.5,0.82,1.57,0.95,0.46,26.6,Loader
Mining,North,Small,9.7,12,90178.94,0.5,35215.09,-8.18,-9.23,1.59,1.27,0.18,37,Crane
Manufacturing,West,Large,3.5,36,139395.09,0.81,60453.96,6.42,-34.2,2,2.16,0.45,30.6,Excavator
Energy,South,Small,14.4,36,142143.73,0.71,79008.23,-1.21,-17.36,1.95,1.66,0.18,54.5,Loader
Mining,South,Medium,13.7,48,128356.43,0.75,50170.99,14.18,30.2,0.66,1.56,0.46,25.3,Crane
Transportation,East,Medium,6.6,12,94059.18,0.87,60543.13,5.63,4.95,0.75,1.67,0.23,26.6,Bulldozer
Transportation,West,Small,13.5,24,108600.54,0.61,50572.07,12.45,-2.49,0.78,1.83,0.2,21.7,Loader
Manufacturing,West,Small,11.9,60,61764.69,0.6,25493.55,-8.26,32.39,1.11,1.69,0.29,33.5,Bulldozer
Manufacturing,East,Medium,3.6,36,159704.43,0.85,98873.71,-15.21,27.24,0.83,1.61,0.25,36,Loader
Energy,East,Small,5.7,48,74445.82,0.76,44589.64,5.51,-18.39,1.1,1.5,0.18,39.2,Drill
Energy,North,Large,15.7,48,92382.97,0.62,42603.51,-7.32,30.02,0.68,2.17,0.24,39.7,Bulldozer
Construction,North,Large,11.5,60,102969.59,0.74,46273.94,0.45,-41.46,1.67,1.37,0.39,33.8,Bulldozer
Energy,South,Medium,7.2,60,96776.81,0.73,38971.08,4.76,11.49,0.63,1.5,0.43,29.5,Bulldozer
Construction,South,Medium,5.7,12,80293.8,0.85,37121.24,18.63,8.53,0.6,2.28,0.43,44.2,Excavator
Mining,South,Medium,7.4,36,141830.17,0.5,41270.44,11.8,28.74,1.51,1.66,0.4,31,Crane
Manufacturing,South,Large,7.8,36,128508.38,0.79,90065.53,-10.22,9.53,1.63,1.47,0.1,47.8,Bulldozer
Mining,North,Medium,5.8,60,109661.42,0.8,62174.43,-17.18,-6.11,1.06,1.82,0.27,25.2,Bulldozer
Energy,West,Small,1.3,24,88013.41,0.87,61245.68,25.61,-4.14,1.72,1.61,0.17,32.5,Excavator
Mining,South,Small,15.7,36,131928.28,0.94,105675.4,-23.74,67.33,1.68,1.13,0.13,60.4,Excavator
Mining,West,Medium,14.9,48,86065.94,0.72,36942.1,-6.79,2.07,2.34,1.62,0.39,61.8,Drill
Mining,South,Medium,3.6,60,147111.76,0.67,56473.65,9.68,14.93,1.64,1.1,0.42,26.4,Loader
Energy,East,Medium,10.7,36,103336.63,0.55,31709.45,24.58,-50.53,2.22,2.41,0.43,52.1,Bulldozer
Mining,South,Small,5.5,12,136893.45,0.67,47392.3,-2.84,-20.68,1.24,1.62,0.46,56.1,Loader
Construction,South,Medium,8.7,60,96585.39,0.53,33896.93,0.41,12.97,2.04,1.03,0.34,50.6,Excavator
Energy,South,Small,8.3,48,102146,0.9,44451.72,-13.13,-40.36,2.05,1.3,0.5,39.3,Excavator
Mining,North,Small,7.9,12,136762.63,0.9,82489.51,1.9,13.73,1.11,1.88,0.29,20.7,Drill
Energy,East,Medium,20,60,165817.75,0.71,62622.81,-17.25,-18.13,0.79,0.95,0.45,40.8,Crane
Transportation,South,Small,7.8,60,146811,0.63,75373.81,-11.25,-25.85,0.89,2.86,0.15,44.1,Excavator
Construction,South,Medium,6,36,126314.04,0.56,57887.5,11.46,-18.22,1.45,0.77,0.16,42.4,Bulldozer
Mining,West,Small,6.2,12,117678.5,0.93,68575.39,-6.5,38.19,0.51,1.96,0.34,44.8,Drill
Transportation,East,Medium,15.2,60,84791.54,0.94,66153.85,13.76,8.34,0.93,1.26,0.15,31.9,Crane
Transportation,South,Medium,1.7,48,108856.89,0.63,58544.51,-2.3,-22.76,1.92,1.1,0.13,35.2,Drill
Energy,West,Small,6.2,12,72608.52,0.81,45745.48,-20.53,19.38,1.6,1.77,0.18,16.1,Excavator
Transportation,West,Small,17.2,36,111273.46,0.63,39333.17,17.53,20.74,0.1,1.27,0.42,48.9,Crane
Construction,North,Large,11.2,24,113201.52,0.61,35213.63,-19.73,-9.53,0.4,2.3,0.47,31,Loader
Construction,West,Medium,11,60,41174.65,0.51,15964.36,-9.03,23.98,2.5,0.8,0.23,37.5,Crane
Manufacturing,South,Medium,20.7,24,101162.16,0.79,39489.16,-3,25.17,1.91,1.78,0.49,42.5,Bulldozer
Construction,North,Small,11.2,60,112446.25,0.57,36069.35,15.09,21.28,0.85,1.36,0.42,34.4,Loader
Transportation,North,Medium,6.5,36,97488.7,0.51,38259.59,-7.9,-16.84,0.31,1.65,0.19,29.3,Loader
Construction,South,Medium,8.6,36,110741.47,0.55,39058.65,-13.9,-29.48,0.45,1.76,0.33,42.6,Bulldozer
Energy,East,Medium,4.3,36,59748.33,0.66,19279.73,2.44,-42.32,1.51,0.63,0.49,22.2,Loader
Manufacturing,West,Medium,16.3,36,76724.07,0.83,35009.81,-3.21,-16.39,2.39,1.62,0.44,47.7,Excavator
Transportation,North,Small,12.9,12,131048.14,0.6,56761.01,-7.01,-9.2,2.35,2.04,0.25,46.6,Crane
Manufacturing,East,Small,15.6,12,100017.15,0.94,69148.51,3.25,-7.16,0.25,1.73,0.22,34.5,Crane
Transportation,South,Large,16.1,60,110196.37,0.64,39987.69,-18.05,-1.18,1.02,1.32,0.43,35.1,Bulldozer
Energy,West,Large,7.9,12,83604.37,0.67,36803.35,-25.83,43.32,0.69,0.79,0.32,30.1,Excavator
Manufacturing,West,Small,5.3,60,100584.82,0.61,49458.35,32.08,-8.49,1.28,1.75,0.17,36.2,Loader
Mining,North,Medium,9.7,12,30939.63,0.63,14162.73,1.56,-1.22,0.4,2.44,0.23,38,Crane
Transportation,West,Small,5.6,12,125380.36,0.54,40294.7,2.61,-45.44,0.87,1.83,0.36,36.8,Crane
Mining,West,Small,10.8,12,154237.99,0.65,79748.94,-11.73,55.7,0.68,2.08,0.16,54.5,Crane
Manufacturing,West,Small,15.7,48,68049.47,0.93,37520.85,13.47,-32.9,1.51,1.97,0.38,22.5,Crane
Mining,West,Small,9.2,36,71790.03,0.84,35610.88,-8,-17.67,0.89,1.3,0.38,30.9,Drill
Mining,South,Medium,10.7,48,113226.4,0.94,81609.32,-41.79,17.39,0.98,1.55,0.21,47.3,Bulldozer
Manufacturing,East,Medium,9.5,12,144216.38,0.55,56955.21,-8.51,6.15,1.51,1.93,0.26,60.5,Loader
Energy,South,Small,14,12,99937.08,0.73,36865.03,-4.22,41.08,2.19,0.71,0.47,31.4,Loader
Mining,South,Small,6.7,48,63120.46,0.61,22654.76,-2.55,18,2.47,1.83,0.4,50.1,Bulldozer
Mining,North,Large,1,60,93741.48,0.86,46300.79,-2.99,-2.03,1.47,2.13,0.42,28.5,Excavator
Energy,West,Small,12.4,36,69102.04,0.99,45307.23,-9.67,26.1,1.15,1.47,0.31,36.1,Bulldozer
Mining,South,Medium,14.9,60,79934.61,0.91,57993.07,-11.12,29.03,1.99,1.91,0.19,40.1,Crane
Mining,West,Small,12.2,36,90878.77,0.52,30008.53,-4.47,-16.5,1.9,1.22,0.34,33.1,Crane
Mining,South,Medium,6.8,24,72120.26,0.66,27145.21,-24.68,24.08,1.73,1.52,0.41,35.8,Bulldozer
Construction,South,Small,4.3,36,76662.83,0.51,33564.11,-29.36,-5.56,0.25,1.36,0.1,26.4,Bulldozer
Energy,North,Small,12.5,60,102236.02,0.52,44143.54,1.47,-2.59,1.92,1.73,0.15,46.7,Loader
Mining,East,Small,10.7,36,106451.07,0.54,39142.98,1.72,3.57,1.41,1.45,0.29,31,Loader
Energy,East,Small,9.4,24,57280.59,0.64,25347.44,13.19,-9.52,0.66,0.66,0.27,33.4,Drill
Transportation,South,Medium,19.1,24,111891.45,0.65,35584.16,-3.83,-10.86,0.8,1.14,0.49,32.2,Drill
Transportation,North,Medium,5.3,12,88541.98,0.7,51141.85,-17.9,24.62,1.55,2.47,0.14,32.7,Crane
Mining,West,Small,18.9,24,121607.85,0.7,61895.27,-29.09,-38.22,0.1,1.78,0.23,41.4,Drill
Energy,West,Small,10.2,48,123414.93,0.89,60579.32,-13.35,-26.54,1.12,0.5,0.43,40.6,Drill
Energy,South,Medium,1,60,83663.76,0.57,30632.45,6.34,16.87,0.81,2.1,0.34,65.2,Excavator
Energy,East,Medium,9.1,48,118424.43,0.58,45171.43,21.62,-1.82,0.75,0.92,0.32,37.5,Bulldozer
Construction,North,Large,14.8,48,74891.32,0.81,36056.93,0.81,24.79,0.93,1.95,0.4,39,Loader
Transportation,East,Medium,8.2,60,139712.86,0.79,94147.27,-18.2,8.95,0.31,2.15,0.12,53.4,Drill
Energy,West,Medium,2.6,48,76025.91,0.58,22227.74,-13.2,-33.34,1.83,1.55,0.48,42.2,Loader
Energy,East,Medium,9.2,48,110582.49,0.93,81685.81,-12.73,1.57,0.1,1,0.18,39,Drill
Construction,West,Large,5.7,48,94371.73,0.66,53659.1,-6.09,13.36,1.3,1.14,0.13,38.7,Drill
Construction,North,Large,12.5,24,69493.16,0.68,35320.45,16.81,5.85,0.69,1.81,0.24,41.9,Crane
Energy,North,Small,13.9,60,127027.47,0.71,54800.06,17.98,-11.71,2.39,0.93,0.38,49.7,Excavator
Manufacturing,South,Small,4.7,60,81576.05,0.66,42324.61,-2.58,-6.85,1.21,1.21,0.19,53.5,Bulldozer
Energy,South,Small,6.5,60,48997.84,0.78,32247.73,2.75,-14,0.1,1.76,0.12,50.3,Bulldozer
Energy,East,Medium,13.8,48,20000,0.69,11862.24,-11.96,-33.13,1.53,1.17,0.12,44.7,Crane
Construction,North,Medium,5.7,24,73748.66,0.63,35209.91,-25.65,-36.57,0.54,2.21,0.2,42.1,Crane
Construction,North,Medium,4.6,60,141277.25,0.95,112995.94,26.83,9.75,1.79,0.98,0.15,60.4,Bulldozer
Energy,South,Small,4.1,36,137732.15,0.65,65045.56,-34.84,-21.79,1.57,0.5,0.25,35.3,Bulldozer
Energy,West,Medium,11.8,60,78442.05,0.85,54542,-27.54,14.39,2.08,1.11,0.17,47,Excavator
Energy,East,Large,11.5,12,88766.35,0.67,44439.27,26.95,-14.88,1.31,1.66,0.24,51.7,Drill
Construction,East,Small,6.6,36,86052.61,0.72,42752.49,0.25,-32.83,1.69,1.93,0.28,50.4,Excavator
Energy,South,Medium,10,60,59997.04,0.62,21777.51,-16.89,-10.2,1.23,1.3,0.4,32.4,Bulldozer
Energy,North,Medium,17.6,48,71535.04,0.88,49962.35,10.24,52.36,0.85,1.36,0.19,68.2,Drill
Mining,South,Large,5.1,60,129434.49,0.87,79519.91,11.6,-2.39,1.84,1.48,0.29,56.7,Bulldozer
Manufacturing,South,Large,1,24,115116.64,0.51,32658.4,-19.99,16.15,0.46,2.37,0.43,50.6,Excavator
Transportation,South,Medium,12.3,24,108192.67,0.53,27855.75,-7.99,4.22,1.18,1.69,0.49,29.9,Excavator
Manufacturing,South,Medium,9.4,60,59945.6,0.96,38117.06,13.14,-35.13,0.86,1.25,0.32,49.8,Excavator
Mining,West,Large,6.4,48,103021.1,0.94,69043.1,-12.25,36.22,1.71,2.53,0.27,16.9,Drill
Transportation,West,Medium,13.3,48,30884.65,0.75,14589.5,4.23,-6.2,0.63,1.51,0.35,37.7,Loader
Energy,North,Small,14.2,48,125284.08,0.75,63852.29,21.37,-32.76,0.95,0.5,0.29,41.1,Loader
Mining,South,Medium,1,60,107757.25,0.91,79494.63,-35.89,-12.81,1.23,0.81,0.17,35.5,Bulldozer
Energy,West,Small,6.7,60,59643.03,0.57,23674.61,-5.12,-5.16,2.09,1.78,0.28,55.8,Drill
Construction,North,Small,21.6,12,148492.77,0.83,59778.82,3.92,18.74,0.88,0.61,0.49,41,Crane
Mining,South,Large,12.9,24,46115.06,0.74,21150.87,-26.88,-17.02,0.96,1.75,0.36,30.4,Loader
Construction,East,Medium,13.4,36,115909.19,0.87,77456.28,-7.94,65.51,0.39,1.11,0.21,47.5,Drill
Mining,West,Medium,15.9,36,116655.15,0.52,30120.71,15.67,-23.43,0.61,2.09,0.48,44,Drill
Mining,North,Small,10.1,24,62809.89,0.8,35463.35,-10.56,15.3,1.45,1.58,0.26,22.5,Loader
Construction,East,Small,14,12,98864.48,0.78,54555.73,-22.26,-49.35,1.22,0.68,0.26,53.4,Drill
Transportation,South,Small,13.6,24,50895.16,0.92,29197.8,16.96,-3.09,1.23,1.96,0.35,41,Drill
Manufacturing,South,Small,12.7,12,20000,0.84,10790.06,6.67,9.18,2.24,2.18,0.33,49.9,Loader
Energy,South,Medium,8.4,12,67963.71,0.94,47954.27,-1.03,-27.99,0.2,0.86,0.22,44.1,Excavator
Mining,West,Small,10.9,48,81501.25,0.94,53585.3,-1.48,37.48,2.59,1.1,0.29,36.6,Bulldozer
Energy,North,Medium,7.1,24,119327.69,0.7,62600.84,15.42,10.86,1.91,1.75,0.23,44.2,Crane
Construction,East,Small,10.1,36,102022.24,0.57,33522.61,4.42,-7.94,1,1.84,0.4,39,Bulldozer
Energy,North,Large,4.2,60,102806.36,0.82,70139.85,9.68,10.59,1.43,2.68,0.15,42.9,Excavator
Construction,West,Small,6,60,69567.35,0.94,37564.41,-10.39,-14.83,0.79,1.95,0.4,46,Excavator
Energy,North,Small,8.6,24,84099.66,0.54,35840.03,-28.76,31.28,1.39,2.7,0.16,41.5,Drill
Manufacturing,West,Small,5.3,60,72102.2,0.78,42779.25,9.33,25.38,2.49,1.51,0.22,44.7,Bulldozer
Manufacturing,South,Medium,7.5,12,63250.78,0.56,25932.77,16.51,9.33,0.81,1.69,0.23,36.3,Excavator
Manufacturing,East,Medium,9.2,60,82189.02,0.51,20796.48,-3.37,15.29,1.06,1.22,0.5,34.3,Bulldozer
Manufacturing,South,Medium,12,12,102235.37,0.84,54724.1,13.32,-36.93,0.75,1.24,0.34,47.7,Excavator
Manufacturing,North,Medium,14.7,12,82820.84,0.84,39598.85,-5.03,36.67,0.84,1.57,0.41,54.5,Crane
Manufacturing,South,Small,7.7,36,90294.92,0.8,46928.48,-1.36,-2.48,0.96,1.21,0.32,34.8,Excavator
Construction,East,Medium,16.7,60,120847.44,0.93,56124.97,26.29,25.63,0.54,0.5,0.49,43.2,Bulldozer
Mining,South,Medium,14.7,36,84977.37,0.54,36870.43,-4.37,18.75,1.04,1.17,0.17,25.9,Drill
Energy,East,Small,12.5,60,59981,0.55,21165.12,-5.26,25.24,1.23,2.04,0.34,58,Bulldozer
Manufacturing,East,Small,10.8,12,116903.61,0.93,59966.05,-28.05,-26.19,0.96,1.54,0.42,51.5,Loader
Construction,South,Small,11.6,60,107975.49,0.75,50406.44,10.35,-23.01,0.1,1.54,0.35,34.2,Bulldozer
Construction,West,Small,15.9,36,109859.78,0.64,36517.33,-10.65,56.21,1.11,1.12,0.46,36.5,Crane
Construction,North,Medium,16.1,48,118775.16,0.87,66149.25,2.21,-37.98,1.17,1.67,0.34,52.1,Crane
Mining,West,Small,16.7,36,113699.25,0.95,58732.35,-4.73,-27.44,2.34,2.33,0.43,41.8,Crane
Energy,West,Small,10.2,48,100861.86,0.84,67843.04,-6.69,1.08,1.22,2.2,0.17,46.3,Excavator
Mining,South,Small,12.8,24,171743.58,0.9,116830.33,-1.77,1.12,1.76,1.68,0.2,30.1,Crane
Transportation,North,Large,16.7,36,61450.94,0.64,27911.51,-0.61,-13.5,0.94,1.07,0.28,45.8,Bulldozer
Construction,North,Large,6.9,60,82407.48,0.64,29373.72,17.64,15.4,1.98,2.38,0.44,38.5,Drill
Transportation,West,Small,8.4,48,129020.03,0.93,84338.54,22.8,22.55,0.63,2.03,0.27,43,Crane
Manufacturing,South,Small,10.1,60,104277.59,0.81,53218.5,9.76,-0.45,1.5,0.76,0.35,36,Bulldozer
Manufacturing,North,Small,14.5,48,122737.69,0.62,54645.36,19.07,-6.71,1.7,0.62,0.26,37.9,Excavator
Mining,West,Medium,14.6,36,105092.69,0.76,45247.47,12.81,-0.56,1.62,0.79,0.42,41,Excavator
Energy,North,Small,8.8,36,141221.7,0.84,94346.37,7.42,-12.43,2.5,1.25,0.18,34.1,Drill
Transportation,South,Medium,2.5,60,69774.67,0.61,27479.39,21.83,-42.46,0.85,1.95,0.34,62.7,Drill
Energy,South,Medium,11.2,36,140273.8,0.83,75110.88,-19.63,7.52,2.05,1.94,0.33,29.5,Bulldozer
Mining,South,Large,5.4,60,135129.89,0.52,51616.64,-10.27,19.15,1.89,1.67,0.26,45,Drill
Manufacturing,North,Small,2.6,12,63691.33,0.65,24397.89,-12.31,-3.85,1.23,1.43,0.38,43,Drill
